Trigger Count=587	Output Count=587	Elapsed Time=05.864	Number of Pulses CH0=2	Number of Pulses CH1=0
ple rate (Hz)=2.50E+8	Min record length=11364	Trigger level (V)=0.1000	Channel 0 threshold (V)=0.0600	Channel 1 threshold (V)=0.0600	Range (microseconds)=40.0000	Pulse 2 delay (microseconds)=1.0000	Lower cut-off frequency (Hz)=3.00E+7
                             	                             
Ch0_time1 (s)	Ch0_amp1 (V)	Ch0_width1 (s)	Ch0_time2 (s)	Ch0_amp2 (V)	Ch0_width2 (s)	Ch1_time1 (s)	Ch1_amp1 (V)	Ch1_width1 (s)	Ch1_time2 (s)	Ch1_amp2 (V)	Ch1_width2 (s)
5.424000E-6	0.697151	2.810423E-8	8.424000E-6	0.089975	2.981431E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.701467	2.788121E-8	8.424000E-6	0.090921	2.898435E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.696850	2.778441E-8	8.424000E-6	0.087171	2.969878E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696508	2.797054E-8	8.428000E-6	0.091361	2.942269E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.693368	2.842205E-8	8.428000E-6	0.088684	2.944586E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.691846	2.828812E-8	8.424000E-6	0.087330	2.993906E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698615	2.793759E-8	8.424000E-6	0.087810	2.863877E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.701453	2.773803E-8	8.424000E-6	0.088268	2.954533E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698620	2.792623E-8	8.428000E-6	0.086553	2.951249E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698056	2.830308E-8	8.428000E-6	0.084600	2.920771E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.690973	2.853974E-8	8.424000E-6	0.087422	3.001470E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.697601	2.821655E-8	8.424000E-6	0.091164	2.890032E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698722	2.789868E-8	8.424000E-6	0.087850	2.913647E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.697600	2.775150E-8	8.424000E-6	0.083370	2.924523E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698620	2.792124E-8	8.428000E-6	0.086325	2.971950E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.691976	2.835286E-8	8.428000E-6	0.090464	2.905321E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698101	2.834116E-8	8.424000E-6	0.088863	2.916147E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.701447	2.815884E-8	8.424000E-6	0.085958	2.931520E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.708167	2.790444E-8	8.424000E-6	0.088650	2.872092E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.704753	2.793504E-8	8.428000E-6	0.084680	2.958581E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698439	2.796836E-8	8.428000E-6	0.088777	2.945220E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.690593	2.825948E-8	8.428000E-6	0.086869	2.904673E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.693093	2.836876E-8	8.424000E-6	0.086547	2.959703E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.700113	2.813038E-8	8.424000E-6	0.088499	2.938208E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.564808	3.112541E-8	8.424000E-6	0.086226	2.935676E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.695699	2.776374E-8	8.428000E-6	0.088802	2.846420E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.700304	2.818384E-8	8.428000E-6	0.088847	2.942782E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.689227	2.855014E-8	8.424000E-6	0.087443	2.890983E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.699275	2.835982E-8	8.424000E-6	0.089744	2.924636E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.699854	2.782519E-8	8.424000E-6	0.088795	2.953293E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.699057	2.781436E-8	8.424000E-6	0.090098	2.907001E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.693004	2.794212E-8	8.428000E-6	0.087456	2.947578E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.689157	2.820343E-8	8.428000E-6	0.087139	2.953310E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.688422	2.819464E-8	8.424000E-6	0.087167	2.954274E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.703478	2.820685E-8	8.424000E-6	0.089746	2.884307E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.699964	2.781217E-8	8.424000E-6	0.088208	2.905877E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.702551	2.787063E-8	8.428000E-6	0.088483	2.892413E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.699254	2.823042E-8	8.428000E-6	0.087556	2.898958E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.692069	2.857121E-8	8.428000E-6	0.088776	2.925269E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696491	2.830788E-8	8.424000E-6	0.087153	2.984747E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.701672	2.799602E-8	8.424000E-6	0.088255	2.938958E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.423918	3.513498E-8	8.424000E-6	0.088653	2.870332E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696541	2.794346E-8	8.428000E-6	0.086245	2.978789E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.689962	2.820371E-8	8.428000E-6	0.088529	2.827345E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.695806	2.840428E-8	8.424000E-6	0.087978	2.917417E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.697014	2.812599E-8	8.424000E-6	0.088761	2.918318E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.700153	2.781000E-8	8.424000E-6	0.086985	2.955656E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.703108	2.792688E-8	8.428000E-6	0.086616	3.033423E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
