Trigger Count=586	Output Count=586	Elapsed Time=05.852	Number of Pulses CH0=2	Number of Pulses CH1=0
ple rate (Hz)=2.50E+8	Min record length=11364	Trigger level (V)=0.1000	Channel 0 threshold (V)=0.0600	Channel 1 threshold (V)=0.0600	Range (microseconds)=40.0000	Pulse 2 delay (microseconds)=1.0000	Lower cut-off frequency (Hz)=3.00E+7
                             	                             
Ch0_time1 (s)	Ch0_amp1 (V)	Ch0_width1 (s)	Ch0_time2 (s)	Ch0_amp2 (V)	Ch0_width2 (s)	Ch1_time1 (s)	Ch1_amp1 (V)	Ch1_width1 (s)	Ch1_time2 (s)	Ch1_amp2 (V)	Ch1_width2 (s)
5.424000E-6	0.691522	2.832319E-8	8.424000E-6	0.344766	2.951402E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.694469	2.820738E-8	8.424000E-6	0.347796	2.916802E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.697659	2.797432E-8	8.424000E-6	0.353592	2.929328E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.672697	2.857892E-8	8.424000E-6	0.349890	2.905810E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.706807	2.790359E-8	8.424000E-6	0.335534	2.959464E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696867	2.798866E-8	8.424000E-6	0.347154	2.877371E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.694216	2.825942E-8	8.424000E-6	0.350010	2.872913E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.688504	2.835494E-8	8.424000E-6	0.350764	2.926129E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.699318	2.846081E-8	8.424000E-6	0.344862	2.929149E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.695562	2.794972E-8	8.424000E-6	0.352401	2.953890E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.696895	2.765512E-8	8.424000E-6	0.348975	2.897753E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.699920	2.785067E-8	8.420000E-6	0.352415	2.891593E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.697916	2.787106E-8	8.424000E-6	0.337023	2.965785E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.699179	2.809993E-8	8.424000E-6	0.347455	2.883827E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.691800	2.826028E-8	8.424000E-6	0.350506	2.916305E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.691607	2.833233E-8	8.424000E-6	0.345716	2.922928E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.700472	2.804381E-8	8.424000E-6	0.348019	2.920604E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.706288	2.804113E-8	8.424000E-6	0.346135	2.930026E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.674394	2.860819E-8	8.424000E-6	0.350993	2.913185E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.702004	2.780477E-8	8.424000E-6	0.346077	2.864943E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.693044	2.799398E-8	8.424000E-6	0.346374	2.885729E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698128	2.837994E-8	8.424000E-6	0.348132	2.881355E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696375	2.842590E-8	8.424000E-6	0.349798	2.923277E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.695888	2.814786E-8	8.424000E-6	0.347352	2.930577E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.701382	2.786161E-8	8.424000E-6	0.347850	2.913122E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.568267	3.117849E-8	8.424000E-6	0.347352	2.869703E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.699399	2.775981E-8	8.424000E-6	0.335982	2.950989E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.702011	2.814445E-8	8.424000E-6	0.348748	2.885933E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696799	2.839950E-8	8.424000E-6	0.347404	2.900863E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.694672	2.847209E-8	8.424000E-6	0.349399	2.909447E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.695087	2.814906E-8	8.424000E-6	0.345487	2.927096E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.705198	2.804501E-8	8.424000E-6	0.348166	2.921228E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.702306	2.774871E-8	8.424000E-6	0.352364	2.893387E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.700733	2.781681E-8	8.424000E-6	0.333765	2.951343E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698380	2.798739E-8	8.424000E-6	0.348005	2.871011E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.697313	2.833822E-8	8.424000E-6	0.351929	2.894848E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.692137	2.824603E-8	8.424000E-6	0.346144	2.933897E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.695139	2.820865E-8	8.424000E-6	0.350410	2.940044E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.703451	2.803721E-8	8.424000E-6	0.349375	2.905190E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.420000E-6	0.701501	2.775534E-8	8.424000E-6	0.349580	2.885884E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.702474	2.799403E-8	8.424000E-6	0.332969	2.966566E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.697941	2.790112E-8	8.424000E-6	0.350496	2.897944E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696578	2.841666E-8	8.424000E-6	0.348316	2.899995E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.697574	2.833108E-8	8.424000E-6	0.345235	2.940636E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.696545	2.814229E-8	8.424000E-6	0.341912	2.926909E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.424000E-6	0.698489	2.780955E-8	8.424000E-6	0.345408	2.909358E-8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
