x y time dx dy dt dr^2 TotalDisplacementSquared
12
321.700994733762 78.4476301930954 0 0 0 0 0 0
321.5 78.5 0.0340034 -0.200994733762457 0.0523698069046219 0.0340034 0.0431414796754682 0.0431414796754682
321.738636363636 78.4346590909091 0.0670067 0.238636363636374 -0.0653409090909065 0.0330033 0.0612167484504178 0.00158514179149202
322.75 78.4092526690391 0.10001 1.01136363636363 -0.0254064218699455 0.0330033 1.02350189123089 1.10188488294679
322.627504553734 78.7677595628415 0.1330133 -0.12249544626593 0.358506893802385 0.0330033 0.143532327259724 0.960903259877902
322.342890579286 78.5669982445875 0.1670167 -0.28461397444795 -0.200761318254052 0.0340034 0.121310221358163 0.42627900821756
322.542234332425 78.5 0.20002 0.199343753138976 -0.0669982445874808 0.0330033 0.0442266966933369 0.710426659033306
321.818181818182 78.5454545454545 0.2330233 -0.724052514243283 0.0454545454545467 0.0330033 0.526318159084499 0.0233024166692001
322.181818181818 78.5454545454545 0.2670267 0.363636363636374 0 0.0340034 0.132231404958685 0.240760792114692
322 78.5 0.30003 -0.181818181818187 -0.0454545454545467 0.0330033 0.0351239669421508 0.0921467459130115
321.629339305711 78.5 0.3330333 -0.370660694288915 0 0.0330033 0.137389350290741 0.00787709704445272
321.979319546364 78.5103402268179 0.3670367 0.349980240653167 0.0103402268178741 0.0340034 0.122593089138294 0.081397249639301
18
433.4293598234 103.569536423841 0 0 0 0 0 0
433.834520725389 103.702396373057 0.0340034 0.405160901989007 0.132859949215941 0.0340034 0.181807122606208 0.181807122606208
433.938958707361 103.579892280072 0.0670067 0.104437981972296 -0.122504092985182 0.0330033 0.0259145448765677 0.259798266292878
433.008934707904 103.894501718213 0.10001 -0.930023999457092 0.314609438141247 0.0330033 0.963923738133715 0.282359720285932
432.454772079772 103.717948717949 0.1330133 -0.554162628131735 -0.176553000264349 0.0330033 0.338267180320215 0.971847479071286
432 104.480783722683 0.1670167 -0.454772079772056 0.762835004734029 0.0340034 0.788734888987767 2.87344114439515
431.777003484321 104.55574912892 0.20002 -0.222996515679426 0.0749654062371121 0.0330033 0.0553472581374599 3.70289697095342
432.020850708924 104.552960800667 0.2330233 0.243847224603542 -0.00278832825263464 0.0330033 0.0594692437212946 2.95102143049639
432.0208 104.4696 0.2670267 -5.0708924106857E-05 -0.0833608006672222 0.0340034 0.00694902565927533 2.79415521722345
432.059185242121 104.529592621061 0.30003 0.0383852421214215 0.0599926210607293 0.0330033 0.00507254139445641 2.79908628500065
432.068918918919 104.34527027027 0.3330333 0.00973367679750936 -0.184322350790453 0.0330033 0.034069473464917 2.45256245507997
431.393989296007 103.867435158501 0.3670367 -0.674929622912373 -0.47783511176884 0.0340034 0.683856389923778 4.23147683989237
432.36824742268 103.441649484536 0.40004 0.974258126673874 -0.425785673965351 0.0330033 1.13047233754421 1.14231459620473
432.649038461538 104.719093406593 0.4330433 0.280791038858013 1.27744392205732 0.0330033 1.71070658150414 1.93038268437148
432.505721830986 103.966549295775 0.4670467 -0.143316630552533 -0.752544110818761 0.0340034 0.586862295320931 1.01072636151089
432.900078369906 103.440047021944 0.50005 0.394356538920022 -0.526502273831071 0.0330033 0.432721724138266 0.296906362216107
432.697959183673 103.291836734694 0.5330533 -0.202119186232494 -0.148210287249697 0.0330033 0.0628184546899232 0.612064013144238
431.999067164179 102.309701492537 0.5660566 -0.698892019494338 -0.982135242156559 0.0330033000000001 1.4530396887988 3.63292114515307
18
264.793600721045 58.4366831906264 0 0 0 0 0 0
264.077393075356 58.5193482688391 0.0340034 -0.716207645689053 0.0826650782126919 0.0340034 0.519786906899367 0.519786906899367
263.6859030837 58.5955947136564 0.0670067 -0.391489991655988 0.0762464448172864 0.0330033 0.159077933914081 1.25224692793149
263.298332582244 58.5403334835512 0.10001 -0.387570501456196 -0.0552612301052378 0.0330033 0.153264697151751 2.2465701901375
264.017041581459 57.8776414451261 0.1330133 0.718708999214527 -0.662692038425043 0.0330033 0.955703363343886 0.915571770487674
263.738540410133 57.6920989143546 0.1670167 -0.27850117132607 -0.185542530771464 0.0340034 0.111988933155073 1.66755800413452
263.763143919278 57.4237918215613 0.20002 0.0246035091450381 -0.268307092793307 0.0330033 0.0725940287054464 2.08779014583592
264.379237288136 56.5 0.2330233 0.616093368857833 -0.923791821561338 0.0330033 1.23296236873421 3.92243883538778
263.694352159468 56.3727574750831 0.2670267 -0.684885128667133 -0.127242524916944 0.0340034 0.485258299616635 5.46813675941035
263.258952129665 56.894082171127 0.30003 -0.43540002980393 0.521324696043969 0.0330033 0.4613526246586 4.73476420438815
263.165904637492 56.5499673416068 0.3330333 -0.0930474921726727 -0.34411482952023 0.0330033 0.12707285169536 6.20909123535768
262.69658836689 56.4546979865772 0.3670367 -0.469316270601496 -0.0952693550296146 0.0340034 0.229334011859055 8.32572616254935
263.518610421836 56.5062034739454 0.40004 0.822022054945876 0.0515054873682317 0.0330033 0.67837307404648 5.35235219959448
263.714285714286 56.5714285714286 0.4330433 0.195675292449494 0.0652250974831574 0.0330033 0.0425431334168822 4.64409567825573
263.2 56.9051546391753 0.4670467 -0.514285714285734 0.333726067746689 0.0340034 0.375862884212055 4.88514296202682
263.705391527599 56.5738125802311 0.5330533 0.5053915275995 -0.331342058944195 0.0660066 0.365208156194734 4.65448615977514
263.762034161491 57.2771739130435 0.5660566 0.0566426338912152 0.703361332812413 0.0330033000000001 0.497925552469789 2.4085913315926
264.342665173572 59 0.60006 0.58063101208154 1.72282608695652 0.0340033999999999 3.30526209808876 0.52066869569784
19
271 68.5 0 0 0 0 0 0
271.064094586185 68.3970130678283 0.0340034 0.0640945861854334 -0.102986932171746 0.0340034 0.0147144241764297 0.0147144241764297
271.734491315136 69.5186104218362 0.0670067 0.670396728951062 1.12159735400797 0.0330033 1.70741239870597 1.57704468348432
271.98182466144 69.4636493228795 0.10001 0.247333346303265 -0.0549610989566816 0.0330033 0.0641945065920967 1.89259968329751
272.086003372681 69.3010118043845 0.1330133 0.104178711241502 -0.16263751849506 0.0330033 0.0373041662981714 1.82102323623837
271.78318375059 69.1204534718942 0.1670167 -0.302819622090794 -0.180558332490293 0.0340034 0.124301034954887 0.998339297974511
271.072574484339 69.07410236822 0.20002 -0.710609266251254 -0.0463511036741835 0.0330033 0.50711395409396 0.334860584972928
270.432727272727 67.8965656565657 0.2330233 -0.639847211611936 -1.17753671165435 0.0330033 1.79599716150132 0.685931353943471
269.84809240462 67.5183759187959 0.2670267 -0.584634868107059 -0.378189737769716 0.0340034 0.484825406760886 2.29047694509335
269.709453050901 67.5162820107493 0.30003 -0.138639353719157 -0.00209390804664622 0.0330033 0.0192252548505732 2.63321251020403
269.982456140351 67.4736842105263 0.3330333 0.273003089449844 -0.0425978002229783 0.0330033 0.0763452594329963 2.08871960603257
270.332586786114 67.4524076147816 0.3670367 0.350130645763329 -0.0212765957446805 0.0340034 0.123044162629128 1.54289020363683
269.876517516476 67.522372528616 0.40004 -0.456069269638363 0.0699649138343972 0.0330033 0.212894267876324 2.21796836359016
269.637931034483 67.3620689655172 0.4330433 -0.238586481993138 -0.160303563098793 0.0330033 0.082620741732031 3.15011890606429
270.047707100592 67.2359467455621 0.4670467 0.409776066108975 -0.126122219955107 0.0340034 0.183823238722152 2.50469239631842
